iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
CD,COD,Democratic Republic of the Congo,COD.20_1,COD.20_1,Nord-Ubangi,NA,Nord-Ubangi,Province,Province,NA,CD.NU,nat,Democratic Republic of the Congo,NA,NA,Nord-Ubangi,North Ubangi,Nord-Ubangi,CD-NU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.21_1,COD.21_1,Sankuru,NA,Sankuru,Province,Province,NA,CD.SN,nat,Democratic Republic of the Congo,NA,NA,Sankuru,Sankuru,Sankuru,CD-SA,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.22_1,COD.22_1,Sud-Kivu,NA,Sud-Kivu,Province,Province,NA,CD.SK,nat,Democratic Republic of the Congo,NA,NA,Sud-Kivu,South Kivu,Sud-Kivu,CD-SK,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.23_1,COD.23_1,Sud-Ubangi,NA,Sud-Ubangi,Province,Province,NA,CD.SU,nat,Democratic Republic of the Congo,NA,NA,Sud-Ubangi,South Ubangi,Sud-Ubangi,CD-SU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.24_1,COD.24_1,Tanganyika,NA,Tanganyika,Province,Province,NA,CD.TG,nat,Democratic Republic of the Congo,NA,NA,Tanganyika,Tanganyika,Tanganyika,CD-TA,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.25_1,COD.25_1,Tshopo,NA,Tshopo,Province,Province,NA,CD.TO,nat,Democratic Republic of the Congo,NA,NA,Tshopo,Tshopo,Tshopo,CD-TO,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.26_1,COD.26_1,Tshuapa,NA,Tshuapa,Province,Province,NA,CD.TP,nat,Democratic Republic of the Congo,NA,NA,Tshuapa,Tshuapa,Tshuapa,CD-TU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CF,CAF,Central African Republic,CAF.1_1,CAF.1_1,Bamingui-Bangoran,Bamingui-Bangora|N'D√©l√©|Nd√©l√©,Bamingui-Bangoran,Pr√©fecture,Prefecture,NA,CF.BB,NA,NA,NA,NA,Bamingui-Bangoran,Bamïngï-Bangoran,Bamïngï-Bangoran,CF-BB,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.2_1,CAF.2_1,Bangui,NA,Bangui,Commune Autonome,Autonomous Commune,NA,CF.BG,NA,NA,NA,NA,Bangui,Bangî,Bangî,CF-BGF,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.3_1,CAF.3_1,Basse-Kotto,NA,Basse-Kotto,Pr√©fecture,Prefecture,NA,CF.BK,NA,NA,NA,NA,Basse-Kotto,Do-Kötö,Do-Kötö,CF-BK,iso3166-2,NA,NA,NA,0.6260465984361697,0.6270427757519883,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.4_1,CAF.4_1,Haut-Mbomou,Haut-M'bomou|Obo-Zemio,Haut-Mbomou,Pr√©fecture,Prefecture,NA,CF.HM,NA,NA,NA,NA,Gribingui,Gïrïbïngï,Gïrïbïngï,CF-KB,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.5_1,CAF.5_1,Haute-Kotto,NA,Haute-Kotto,Pr√©fecture,Prefecture,NA,CF.HK,NA,NA,NA,NA,Haut-Mbomou,Tö-Mbömü,Tö-Mbömü,CF-HM,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.6_1,CAF.6_1,K√©mo,K√©mo-Gribingui|K√©mo-Ibingui,K√©mo,Pr√©fecture,Prefecture,NA,CF.KG,NA,NA,NA,NA,Haute-Kotto,Tö-Kötö,Tö-Kötö,CF-HK,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.7_1,CAF.7_1,Lobaye,NA,Lobaye,Pr√©fecture,Prefecture,NA,CF.LB,NA,NA,NA,NA,Haute-Sangha/Mambéré-Kadéï,Tö-Sangä/Mbaere-Kadeï,Tö-Sangä/Mbaere-Kadeï,CF-HS,iso3166-2,NA,NA,NA,0.6506322534802766,0.6516540533059008,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.8_1,CAF.8_1,Mamb√©r√©-Kad√©√Ø,Haute-Sangha|Mamb√©r√© Kad√©i,Mamb√©r√©-Kad√©√Ø,Pr√©fecture,Prefecture,NA,CF.HS,NA,NA,NA,NA,Kémo-Gribingui,Kemö-Gïrïbïngï,Kemö-Gïrïbïngï,CF-KG,iso3166-2,NA,NA,NA,0.6365244134835859,0.6377145824252753,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.9_1,CAF.9_1,Mbomou,M'Bomou,Mbomou,Pr√©fecture,Prefecture,NA,CF.MB,NA,NA,NA,NA,Lobaye,Lobâye,Lobâye,CF-LB,iso3166-2,NA,NA,NA,0.4806571136395818,0.48348258799987626,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.10_1,CAF.10_1,Nana-Gr√©bizi,Nana-Gribingui|Gribingui|Gribingui-√âconomique|Ibingui|Nana Gribizi,Nana-Gr√©bizi,Pr√©fecture,Economic Prefecture,NA,CF.KB,NA,NA,NA,NA,Mbomou,Mbömü,Mbömü,CF-MB,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.11_1,CAF.11_1,Nana-Mamb√©r√©,Bouar-Baboua|Buar-Baboua|Nana Namb√©r√©,Nana-Mamb√©r√©,Pr√©fecture,Prefecture,NA,CF.NM,NA,NA,NA,NA,Nana-Mambéré,Nanä-Mbaere,Nanä-Mbaere,CF-NM,iso3166-2,NA,NA,NA,0.512996632957056,0.5149998623556855,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.12_1,CAF.12_1,Ombella-M'Poko,Ombella-Mpoko|Ombella-Mpoko|Ombelle Mpoko,Ombella-M'Poko,Pr√©fecture,Prefecture,NA,CF.MP,NA,NA,NA,NA,Ombella-Mpoko,Ömbëlä-Pökö,Ömbëlä-Pökö,CF-MP,iso3166-2,NA,NA,NA,0.6327880513720908,0.6347960416606326,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.13_1,CAF.13_1,Ouaka,NA,Ouaka,Pr√©fecture,Prefecture,NA,CF.UK,NA,NA,NA,NA,Ouaka,Wäkä,Wäkä,CF-UK,iso3166-2,NA,NA,NA,0.7091413377137574,0.709835969325234,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.15_1,CAF.15_1,Ouham,NA,Ouham,Pr√©fecture,Prefecture,NA,CF.AC,NA,NA,NA,NA,Ouham,Wâmo,Wâmo,CF-AC,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.14_1,CAF.14_1,Ouham-Pend√©,NA,Ouham-Pend√©,Pr√©fecture,Prefecture,NA,CF.OP,NA,NA,NA,NA,Ouham-Pendé,Wâmo-Pendë,Wâmo-Pendë,CF-OP,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.16_1,CAF.16_1,Sangha-Mba√©r√©,Sangha|Sangha-√âconomique|Sangha M'ba√©r√©,Sangha-Mba√©r√©,Pr√©fecture,Economic Prefecture,NA,CF.SE,NA,NA,NA,NA,Sangha,Sangä,Sangä,CF-SE,iso3166-2,NA,NA,NA,0.5739408010515865,0.5786760963273528,0.5904548755992471,0.5925796055772559
CF,CAF,Central African Republic,CAF.17_1,CAF.17_1,Vakaga,Birao,Vakaga,Pr√©fecture,Prefecture,NA,CF.VK,NA,NA,NA,NA,Vakaga,Vakaga,Vakaga,CF-VK,iso3166-2,NA,NA,NA,NA,NA,0.5904548755992471,0.5925796055772559
CH,CHE,Switzerland,CHE.1_1,CHE.1_1,Aargau,Argovia|Arg¬¢via|Argovie,Aargau,Canton|Kanton|Chantun,Canton,NA,CH.AG,NA,NA,NA,NA,Aargau,NA,Aargau,CH-AG,iso3166-2,NA,NA,NA,0.4455603621455008,0.6501430768996381,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.2_1,CHE.2_1,Appenzell Ausserrhoden,Appenzell Ausser-Rhoden|Appenzell Outer Rhodes|Appenzell dadens|Appenzell Rhodes Ext√©rieures|Appenzello Esterno,Appenzell Ausserrhoden,Canton|Kanton|Chantun,Canton,NA,CH.AR,NA,NA,NA,NA,Appenzell Ausserrhoden,NA,Appenzell Ausserrhoden,CH-AR,iso3166-2,NA,NA,NA,0.4539127835460866,0.5856850946321893,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.3_1,CHE.3_1,Appenzell Innerrhoden,Appenzell Inner-Rhoden|Appenzell Inner Rhodes|Appenzell dador|Appenzell Rhodes Int√©rieures|Appenzello Interno,Appenzell Innerrhoden,Canton|Kanton|Chantun,Canton,NA,CH.AI,NA,NA,NA,NA,Appenzell Innerrhoden,NA,Appenzell Innerrhoden,CH-AI,iso3166-2,NA,NA,NA,0.44510595369130806,0.4991427664771825,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.4_1,CHE.4_1,Basel-Landschaft,B√¢le-Campagne|Basel-Country|Baselland|Basel-Land|Basilea campagna|Basilea Campa√±a|Basilea-Champagna,Basel-Landschaft,Canton|Kanton|Chantun,Canton,NA,CH.BL,NA,NA,NA,NA,Basel-Landschaft,NA,Basel-Landschaft,CH-BL,iso3166-2,NA,NA,NA,0.41422430873578503,0.5802619377408823,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.5_1,CHE.5_1,Basel-Stadt,B√¢le-Ville|Basel-City|Basel-Town|Basilea-Citad|Basilea Ciudad|Basilea citt√†|Basil√©ia cidade,Basel-Stadt,Canton|Kanton|Chantun,Canton,NA,CH.BS,NA,NA,NA,NA,Basel-Stadt,NA,Basel-Stadt,CH-BS,iso3166-2,NA,NA,NA,0.44054903884525626,0.6349641153109795,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.6_1,CHE.6_1,Bern,Berna|Berne,Bern,Canton|Kanton|Chantun,Canton,NA,CH.BE,NA,NA,NA,NA,Bern,NA,Bern,CH-BE,iso3166-2,NA,NA,NA,0.4384049362941896,0.5790651838975717,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.7_1,CHE.7_1,Fribourg,Freiburg|Friburg|Friburgo,Fribourg,Canton|Kanton|Chantun,Canton,NA,CH.FR,NA,NA,NA,NA,Fribourg,NA,Fribourg,CH-FR,iso3166-2,NA,NA,NA,0.4453629346838139,0.6126535207909616,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.8_1,CHE.8_1,Gen√®ve,Cenevre|Genebra|Geneve|Geneva|Genevra|Genf|Ginebra|Ginevra,Gen√®ve,Canton|Kanton|Chantun,Canton,NA,CH.GE,NA,NA,NA,NA,Genève,NA,Genève,CH-GE,iso3166-2,NA,NA,NA,0.468640524188846,0.6196914891759171,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.9_1,CHE.9_1,Glarus,Glaris|Glarona|Glaruna,Glarus,Canton|Kanton|Chantun,Canton,NA,CH.GL,NA,NA,NA,NA,Glarus,NA,Glarus,CH-GL,iso3166-2,NA,NA,NA,0.4528898999383225,0.5659236881357174,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.10_1,CHE.10_1,Graub√ºnden,Graub√ºnden|Grigioni|Grischun|Grisons,Graub√ºnden,Canton|Kanton|Chantun,Canton,NA,CH.GR,NA,NA,NA,NA,Graubünden,NA,Graubünden,CH-GR,iso3166-2,NA,NA,NA,0.4616184150784572,0.5879324264110732,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.11_1,CHE.11_1,Jura,Giura,Jura,Canton|Kanton|Chantun,Canton,NA,CH.JU,NA,NA,NA,NA,Jura,NA,Jura,CH-JU,iso3166-2,NA,NA,NA,0.4626107241887493,0.6120897159255122,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.12_1,CHE.12_1,Lucerne,Lucerna|Luzern,Lucerne,Canton|Kanton|Chantun,Canton,NA,CH.LU,NA,NA,NA,NA,Luzern,NA,Luzern,CH-LU,iso3166-2,NA,NA,NA,0.39358636745402503,0.5830932299092317,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.13_1,CHE.13_1,Neuch√¢tel,Neuenburg,Neuch√¢tel,Canton|Kanton|Chantun,Canton,NA,CH.NE,NA,NA,NA,NA,Neuchâtel,NA,Neuchâtel,CH-NE,iso3166-2,NA,NA,NA,0.4637450921020523,0.6208770787131054,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.14_1,CHE.14_1,Nidwalden,Nidvaldo|Nidwald|Unterwalden-le-Bas|Nidwaldo,Nidwalden,Canton|Kanton|Chantun,Canton,NA,CH.NW,NA,NA,NA,1,Nidwalden,NA,Nidwalden,CH-NW,iso3166-2,NA,NA,NA,0.38453808442435977,0.548125381624773,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.15_1,CHE.15_1,Obwalden,Obvaldo|Obwald|Unterwalden-le-Haut|Obwaldo|Sursilvania,Obwalden,Canton|Kanton|Chantun,Canton,NA,CH.OW,NA,NA,NA,1,Obwalden,NA,Obwalden,CH-OW,iso3166-2,NA,NA,NA,0.390903066388648,0.5742948596107156,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.16_1,CHE.16_1,Sankt Gallen,Saint-Gall|San Gallo|Son Gagl,Sankt Gallen,Canton|Kanton|Chantun,Canton,NA,CH.SG,NA,NA,NA,NA,Schaffhausen,NA,Schaffhausen,CH-SH,iso3166-2,NA,NA,NA,0.42373269487837845,0.5718414995936442,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.17_1,CHE.17_1,Schaffhausen,Schaffhouse|Schaffusa|Sciaffusa,Schaffhausen,Canton|Kanton|Chantun,Canton,NA,CH.SH,NA,NA,NA,NA,Schwyz,NA,Schwyz,CH-SZ,iso3166-2,NA,NA,NA,0.43461600043438564,0.564493318158939,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.18_1,CHE.18_1,Schwyz,NA,Schwyz,Canton|Kanton|Chantun,Canton,NA,CH.SZ,NA,NA,NA,NA,Solothurn,NA,Solothurn,CH-SO,iso3166-2,NA,NA,NA,0.4334849577643086,0.5730319560119903,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.19_1,CHE.19_1,Solothurn,Soletta|Soleure|Soleuro|Soloturn,Solothurn,Canton|Kanton|Chantun,Canton,NA,CH.SO,NA,NA,NA,NA,St. Gallen,NA,St. Gallen,CH-SG,iso3166-2,NA,NA,NA,0.4500147393573416,0.5717220085819951,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.20_1,CHE.20_1,Thurgau,Thurgovie|Turgovia|Turg¬¢via,Thurgau,Canton|Kanton|Chantun,Canton,NA,CH.TG,NA,NA,NA,NA,Thurgau,NA,Thurgau,CH-TG,iso3166-2,NA,NA,NA,0.45308429609876966,0.5950248914747351,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.21_1,CHE.21_1,Ticino,Tesino|Tessin,Ticino,Canton|Kanton|Chantun,Canton,NA,CH.TI,NA,NA,NA,NA,Ticino,NA,Ticino,CH-TI,iso3166-2,NA,NA,NA,0.5252439605242092,0.588484031398885,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.22_1,CHE.22_1,Uri,NA,Uri,Canton|Kanton|Chantun,Canton,NA,CH.UR,NA,NA,NA,NA,Uri,NA,Uri,CH-UR,iso3166-2,NA,NA,NA,0.5058566474195313,0.5925726232733031,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.23_1,CHE.23_1,Valais,Vallais|Vallese|Wallis,Valais,Canton|Kanton|Chantun,Canton,NA,CH.VS,NA,NA,NA,NA,Valais,NA,Valais,CH-VS,iso3166-2,NA,NA,NA,0.4515242565358611,0.6214238770284186,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.24_1,CHE.24_1,Vaud,Vad|Waadt|Waadtland,Vaud,Canton|Kanton|Chantun,Canton,NA,CH.VD,NA,NA,NA,NA,Vaud,NA,Vaud,CH-VD,iso3166-2,NA,NA,NA,0.44724226778176357,0.582103735009188,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.25_1,CHE.25_1,Zug,Zoug|Zugo,Zug,Canton|Kanton|Chantun,Canton,NA,CH.ZG,NA,NA,NA,1,Zug,NA,Zug,CH-ZG,iso3166-2,NA,NA,NA,0.4243086496944584,0.6431044293156954,0.37961979795066525,0.5719575575559286
CH,CHE,Switzerland,CHE.26_1,CHE.26_1,Z√ºrich,Turitg|Zurigo|Z√ºrih|Zurique,Z√ºrich,Canton|Kanton|Chantun,Canton,NA,CH.ZH,NA,NA,NA,NA,Zürich,NA,Zürich,CH-ZH,iso3166-2,NA,NA,NA,0.4689181340752586,0.6358439494175308,0.37961979795066525,0.5719575575559286
CI,CIV,C√¥te d'Ivoire,CIV.1_1,CIV.1_1,Abidjan,NA,Abidjan,District autonome,Autonomous district,NA,CI.AB,NA,NA,NA,NA,Abidjan,NA,Abidjan,CI-AB,iso3166-2,NA,NA,NA,0.5551938021032572,0.5633816754856918,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.2_1,CIV.2_1,Bas-Sassandra,NA,Bas-Sassandra,District,District,NA,CI.BA,NA,NA,NA,NA,Bas-Sassandra,NA,Bas-Sassandra,CI-BS,iso3166-2,NA,NA,NA,0.5320557884484014,0.5434766484642017,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.3_1,CIV.3_1,Como√©,NA,Como√©,District,District,NA,CI.CM,NA,NA,NA,NA,Comoé,NA,Comoé,CI-CM,iso3166-2,NA,NA,NA,0.5687794837994722,0.5205021610264254,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.4_1,CIV.4_1,Dengu√©l√©,NA,Dengu√©l√©,District,District,NA,CI.DE,NA,NA,NA,NA,Denguélé,NA,Denguélé,CI-DN,iso3166-2,NA,NA,NA,0.5172272251222981,0.5044087678758429,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.5_1,CIV.5_1,G√¥h-Djiboua,NA,G√¥h-Djiboua,District,District,NA,CI.GD,NA,NA,NA,NA,Gôh-Djiboua,NA,Gôh-Djiboua,CI-GD,iso3166-2,NA,NA,NA,0.5286997875965282,0.5411771061494499,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.6_1,CIV.6_1,Lacs,NA,Lacs,District,District,NA,CI.LA,NA,NA,NA,NA,Lacs,NA,Lacs,CI-LC,iso3166-2,NA,NA,NA,0.5666744021808342,0.5326068235921839,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.7_1,CIV.7_1,Lagunes,NA,Lagunes,District,District,NA,CI.LN,NA,NA,NA,NA,Lagunes,NA,Lagunes,CI-LG,iso3166-2,NA,NA,NA,0.5671509039664687,0.5425614300073384,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.8_1,CIV.8_1,Montagnes,NA,Montagnes,District,District,NA,CI.MN,NA,NA,NA,NA,Montagnes,NA,Montagnes,CI-MG,iso3166-2,NA,NA,NA,0.5596974886823354,0.5482316083899289,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.9_1,CIV.9_1,Sassandra-Marahou√©,NA,Sassandra-Marahou√©,District,District,NA,CI.SM,NA,NA,NA,NA,Sassandra-Marahoué,NA,Sassandra-Marahoué,CI-SM,iso3166-2,NA,NA,NA,0.5495821721879419,0.5865169726722178,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.10_1,CIV.10_1,Savanes,NA,Savanes,District,District,NA,CI.SV,NA,NA,NA,NA,Savanes,NA,Savanes,CI-SV,iso3166-2,NA,NA,NA,0.5295275299324955,0.5157721944471344,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.11_1,CIV.11_1,Vall√©e du Bandama,NA,Vall√©e du Bandama,District,District,NA,CI.VB,NA,NA,NA,NA,Vallée du Bandama,NA,Vallée du Bandama,CI-VB,iso3166-2,NA,NA,NA,0.5305663708516889,0.603657077552106,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.12_1,CIV.12_1,Woroba,NA,Woroba,District,District,NA,CI.WB,NA,NA,NA,NA,Woroba,NA,Woroba,CI-WR,iso3166-2,NA,NA,NA,0.5609126048554203,0.5211701144126893,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.13_1,CIV.13_1,Yamoussoukro,NA,Yamoussoukro,District autonome,Autonomous district,NA,CI.YM,NA,NA,NA,NA,Yamoussoukro,NA,Yamoussoukro,CI-YM,iso3166-2,NA,NA,NA,0.5550009445006029,0.5460344024547557,0.5028880324671108,0.5041308176633257
CI,CIV,C√¥te d'Ivoire,CIV.14_1,CIV.14_1,Zanzan,NA,Zanzan,District,District,NA,CI.ZA,NA,NA,NA,NA,Zanzan,NA,Zanzan,CI-ZZ,iso3166-2,NA,NA,NA,0.5368983230969427,0.5119753358770925,0.5028880324671108,0.5041308176633257
CL,CHL,Chile,CHL.1_1,CHL.1_1,Ais√©n del General Carlos Ib√°√±ez del Campo,Ais√©n|Ays√©n|Ays√©n del General Carlos Ib√°√±ez del Campo,Ais√©n del General Carlos Ib√°√±ez del Campo,Regi√≥n,Region,XI,CL.AI,NA,NA,NA,NA,Aisén del General Carlos Ibañez del Campo,NA,Aisén del General Carlos Ibañez del Campo,CL-AI,iso3166-2,NA,NA,NA,0.5941907566991368,0.6038615133975942,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.2_1,CHL.2_1,Antofagasta,NA,Antofagasta,Regi√≥n,Region,II,CL.AN,NA,NA,NA,NA,Antofagasta,NA,Antofagasta,CL-AN,iso3166-2,NA,NA,NA,0.648139968782727,0.7364456534758045,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.3_1,CHL.3_1,Araucan√≠a,Araucanie|La Araucan√≠a,Araucan√≠a,Regi√≥n,Region,IX,CL.AR,NA,NA,NA,NA,Arica y Parinacota,NA,Arica y Parinacota,CL-AP,iso3166-2,NA,NA,NA,0.6484707112426832,0.7574793051057048,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.4_1,CHL.4_1,Arica y Parinacota,NA,Arica y Parinacota,Regi√≥n,Region,XV,CL.AP,NA,NA,NA,NA,Atacama,NA,Atacama,CL-AT,iso3166-2,NA,NA,NA,0.6791003026876147,0.7874501166637652,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.5_1,CHL.5_1,Atacama,NA,Atacama,Regi√≥n,Region,III,CL.AT,NA,NA,NA,NA,Biobío,NA,Biobío,CL-BI,iso3166-2,NA,NA,NA,0.6310004385426491,0.6659260337230618,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.6_1,CHL.6_1,B√≠o-B√≠o,B√≠ob√≠o,B√≠o-B√≠o,Regi√≥n,Region,VIII,CL.BI,NA,NA,NA,NA,Coquimbo,NA,Coquimbo,CL-CO,iso3166-2,NA,NA,NA,0.745308679204831,0.6734144548053637,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.7_1,CHL.7_1,Coquimbo,NA,Coquimbo,Regi√≥n,Region,IV,CL.CO,NA,NA,NA,NA,La Araucanía,NA,La Araucanía,CL-AR,iso3166-2,NA,NA,NA,0.6054853270007176,0.69930923858111,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.8_1,CHL.8_1,Libertador General Bernardo O'Higgins,Libertador,Libertador General Bernardo O'Higgins,Regi√≥n,Region,VI,CL.LI,NA,NA,NA,NA,Libertador General Bernardo O'Higgins,NA,Libertador General Bernardo O'Higgins,CL-LI,iso3166-2,NA,NA,NA,0.6478038898837754,0.6793548411123967,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.9_1,CHL.9_1,Los Lagos,Os Lagos,Los Lagos,Regi√≥n,Region,X,CL.LL,NA,NA,NA,NA,Los Lagos,NA,Los Lagos,CL-LL,iso3166-2,NA,NA,NA,0.5947895723336721,0.6891621577596149,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.10_1,CHL.10_1,Los R√≠os,NA,Los R√≠os,Regi√≥n,Region,XIV,CL.LR,NA,NA,NA,NA,Los Ríos,NA,Los Ríos,CL-LR,iso3166-2,NA,NA,NA,0.5191199378495351,0.6855242041750823,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.11_1,CHL.11_1,Magallanes y Ant√°rtica Chilena,Magalh√£es|Magellan et Antarctique Chilienne|Regi√≥n de Magallanes y de la Ant√°rtica Chilena,Magallanes y Ant√°rtica Chilena,Regi√≥n,Region,XII,CL.MA,NA,NA,NA,NA,Magallanes,NA,Magallanes,CL-MA,iso3166-2,NA,NA,NA,0.6081283573212681,0.6680096528419125,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.12_1,CHL.12_1,Maule,NA,Maule,Regi√≥n,Region,VII,CL.ML,NA,NA,NA,NA,Maule,NA,Maule,CL-ML,iso3166-2,NA,NA,NA,0.5594924705555037,0.6436217619836087,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.13_1,CHL.13_1,√ëuble,NA,√ëuble,Regi√≥n,Region,XVI,CL.NB,NA,NA,NA,NA,Ñuble,NA,Ñuble,CL-NB,iso3166-2,NA,NA,NA,0.5903381548871673,0.5837731791084728,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.14_1,CHL.14_1,Regi√≥n Metropolitana de Santiago,Regi√≥n Metropolitana|R√©gion Metropolitaine de Santiago|Regi√≥n Metropolitana|RM,Regi√≥n Metropolitana de Santiago,Regi√≥n,Region,RM,CL.RM,NA,NA,NA,NA,Región Metropolitana de Santiago,NA,Región Metropolitana de Santiago,CL-RM,iso3166-2,NA,NA,NA,0.603842543313247,0.7012567761094346,0.588504431550998,0.6840123879345447
CL,CHL,Chile,CHL.15_1,CHL.15_1,Tarapac√°,NA,Tarapac√°,Regi√≥n,Region,I,CL.TA,NA,NA,NA,NA,Tarapacá,NA,Tarapacá,CL-TA,iso3166-2,NA,NA,NA,0.6257570885826921,0.6258952504651768,0.588504431550998,0.6840123879345447
